Rainfall,Flow Rate,Water Level
0.0,0.188,0.223
0.0,0.188,0.224
0.0,0.189,0.224
0.0,0.189,0.224
0.0,0.189,0.224
0.0,0.19,0.224
0.0,0.19,0.224
0.0,0.191,0.224
0.0,0.191,0.225
0.0,0.192,0.225
0.0,0.192,0.225
0.0,0.193,0.225
0.0,0.194,0.225
0.0,0.194,0.226
0.0,0.195,0.226
0.0,0.195,0.226
0.0,0.196,0.226
0.0,0.196,0.226
0.0,0.197,0.227
0.0,0.198,0.227
0.0,0.199,0.227
0.0,0.2,0.228
0.0,0.201,0.228
0.0,0.202,0.228
0.0,0.202,0.228
0.0,0.203,0.228
0.0,0.204,0.229
0.0,0.205,0.229
0.0,0.206,0.229
0.0,0.206,0.23
0.0,0.206,0.23
0.0,0.207,0.23
0.0,0.207,0.23
0.0,0.208,0.23
0.0,0.207,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.209,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.0,0.208,0.23
0.2,0.172,0.218
0.0,0.172,0.218
0.0,0.173,0.218
0.0,0.174,0.218
0.0,0.174,0.218
0.2,0.145,0.206
0.2,0.007,0.194
0.0,0.0,0.194
0.0,0.01,0.195
0.0,0.006,0.195
0.0,0.009,0.196
0.0,0.012,0.196
0.0,0.002,0.196
0.0,0.01,0.197
0.0,0.002,0.197
0.0,0.018,0.197
0.0,0.016,0.198
0.0,0.001,0.198
0.0,0.007,0.198
0.0,0.013,0.199
0.0,0.01,0.199
0.0,0.014,0.199
0.0,0.003,0.199
0.0,0.001,0.199
0.0,0.012,0.199
0.0,0.003,0.199
0.0,0.009,0.198
0.0,0.012,0.199
0.0,0.003,0.198
0.0,0.007,0.198
0.2,0.0,0.199
0.0,0.011,0.198
0.0,0.009,0.198
0.0,0.014,0.198
0.0,0.007,0.198
0.0,0.004,0.198
0.0,0.014,0.198
0.0,0.014,0.198
0.0,0.006,0.198
0.0,0.005,0.199
0.0,0.018,0.199
0.2,0.012,0.199
0.0,0.005,0.199
0.0,0.008,0.199
0.0,0.008,0.199
0.0,0.003,0.199
0.2,0.019,0.199
0.0,0.002,0.199
0.2,0.006,0.199
0.0,0.001,0.199
0.2,0.01,0.2
0.0,0.005,0.2
0.2,0.027,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.133,0.2
0.0,0.132,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.201
0.0,0.133,0.201
0.0,0.133,0.201
0.0,0.133,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.135,0.201
0.0,0.135,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.135,0.201
0.0,0.135,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.135,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.135,0.201
0.0,0.135,0.201
0.0,0.135,0.201
0.0,0.135,0.201
0.0,0.135,0.201
0.0,0.135,0.202
0.0,0.135,0.202
0.0,0.135,0.202
0.0,0.135,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.135,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.136,0.202
0.0,0.137,0.203
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.136,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.203
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.203
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.136,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.203
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.0,0.137,0.202
0.2,0.006,0.199
0.0,0.016,0.199
0.0,0.007,0.199
0.0,0.008,0.199
0.0,0.012,0.199
0.0,0.007,0.199
0.0,0.014,0.199
0.0,0.001,0.199
0.0,0.0,0.199
0.0,0.001,0.199
0.0,0.017,0.199
0.0,0.002,0.199
0.0,0.011,0.199
0.0,0.015,0.199
0.0,0.02,0.199
0.0,0.009,0.2
0.0,0.006,0.2
0.0,0.007,0.2
0.0,0.009,0.2
0.0,0.006,0.2
0.0,0.006,0.2
0.0,0.001,0.2
0.0,0.001,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.136,0.202
0.0,0.14,0.204
0.0,0.144,0.206
0.0,0.148,0.208
0.0,0.152,0.21
0.0,0.157,0.212
0.0,0.162,0.214
0.0,0.167,0.216
0.0,0.173,0.218
0.0,0.178,0.22
0.0,0.183,0.222
0.0,0.189,0.224
0.0,0.195,0.226
0.0,0.201,0.228
0.0,0.207,0.23
0.0,0.213,0.232
0.0,0.219,0.234
0.0,0.226,0.236
0.0,0.233,0.238
0.0,0.24,0.24
0.0,0.247,0.242
0.0,0.255,0.244
0.0,0.262,0.246
0.0,0.27,0.248
0.0,0.278,0.25
0.0,0.286,0.252
0.0,0.295,0.255
0.0,0.303,0.257
0.0,0.313,0.259
0.0,0.322,0.261
0.0,0.332,0.263
0.0,0.342,0.266
0.0,0.351,0.268
0.0,0.361,0.27
0.0,0.371,0.272
0.0,0.382,0.274
0.0,0.393,0.277
0.0,0.404,0.279
0.0,0.415,0.281
0.0,0.427,0.283
0.0,0.438,0.286
0.0,0.45,0.288
0.0,0.462,0.29
0.0,0.475,0.293
0.0,0.488,0.295
0.0,0.501,0.297
0.0,0.513,0.299
0.0,0.527,0.302
0.0,0.54,0.304
0.0,0.554,0.307
0.0,0.567,0.309
0.0,0.582,0.311
0.0,0.597,0.314
0.0,0.612,0.316
0.0,0.627,0.318
0.0,0.643,0.321
0.0,0.659,0.323
0.0,0.676,0.326
0.0,0.693,0.328
0.0,0.71,0.331
0.0,0.728,0.334
0.0,0.747,0.336
0.0,0.765,0.339
0.0,0.783,0.341
0.0,0.8,0.344
0.0,0.819,0.346
0.0,0.837,0.349
0.0,0.856,0.351
0.0,0.875,0.354
0.0,0.896,0.356
0.0,0.916,0.359
0.0,0.937,0.362
0.0,0.956,0.364
0.0,0.977,0.367
0.0,0.999,0.369
0.0,1.022,0.372
0.0,1.045,0.375
0.0,1.067,0.378
0.0,1.092,0.38
0.0,1.117,0.383
0.0,1.14,0.386
0.0,1.164,0.389
0.0,1.188,0.391
0.0,1.214,0.394
0.0,1.239,0.397
0.0,1.264,0.4
0.0,1.292,0.403
0.0,1.319,0.406
0.0,1.348,0.409
0.0,1.376,0.412
0.0,1.404,0.415
0.0,1.432,0.417
0.0,1.461,0.42
0.0,1.489,0.423
0.0,1.519,0.426
0.0,1.519,0.426
0.0,1.525,0.427
0.0,1.53,0.427
0.0,1.535,0.428
0.0,1.541,0.428
0.0,1.546,0.429
0.0,1.55,0.429
0.0,1.557,0.43
0.0,1.565,0.431
0.0,1.572,0.431
0.0,1.578,0.432
0.0,1.585,0.433
0.0,1.591,0.433
0.0,1.598,0.434
0.0,1.603,0.434
0.0,1.609,0.435
0.0,1.614,0.435
0.0,1.622,0.436
0.0,1.628,0.437
0.0,1.635,0.437
0.0,1.642,0.438
0.0,1.648,0.439
0.0,1.658,0.44
0.0,1.665,0.44
0.0,1.672,0.441
0.0,1.679,0.442
0.0,1.687,0.442
0.0,1.697,0.443
0.0,1.706,0.444
0.0,1.716,0.445
0.0,1.723,0.446
0.0,1.732,0.447
0.0,1.74,0.447
0.0,1.75,0.448
0.0,1.759,0.449
0.0,1.768,0.45
0.0,1.776,0.451
0.0,1.786,0.451
0.0,1.794,0.452
0.0,1.805,0.453
0.0,1.816,0.454
0.0,1.823,0.455
0.0,1.833,0.456
0.0,1.844,0.457
0.0,1.851,0.457
0.0,1.862,0.458
0.0,1.871,0.459
0.0,1.881,0.46
0.0,1.89,0.461
0.0,1.901,0.462
0.0,1.911,0.463
0.0,1.919,0.463
0.0,1.929,0.464
0.0,1.939,0.465
0.0,1.949,0.466
0.0,1.96,0.467
0.0,1.971,0.468
0.0,1.983,0.469
0.0,1.995,0.47
0.0,2.009,0.471
0.0,2.02,0.472
0.0,2.034,0.473
0.0,2.047,0.475
0.0,2.058,0.476
0.0,2.072,0.477
0.0,2.086,0.478
0.0,2.099,0.479
0.0,2.113,0.48
0.0,2.124,0.481
0.0,2.136,0.482
0.2,2.107,0.48
0.0,2.122,0.481
0.0,2.135,0.482
0.0,2.149,0.483
0.0,2.164,0.484
0.0,2.18,0.486
0.0,2.195,0.487
0.0,2.208,0.488
0.0,2.222,0.489
0.0,2.235,0.49
0.0,2.25,0.491
0.0,2.263,0.493
0.0,2.279,0.494
0.0,2.295,0.495
0.0,2.31,0.496
0.0,2.327,0.498
0.0,2.343,0.499
0.0,2.36,0.5
0.0,2.379,0.502
0.0,2.397,0.503
0.0,2.414,0.505
0.0,2.431,0.506
0.0,2.448,0.507
0.0,2.468,0.509
0.0,2.486,0.51
0.0,2.504,0.512
0.0,2.504,0.512
0.0,2.522,0.513
0.0,2.539,0.514
0.0,2.557,0.516
0.0,2.571,0.517
0.0,2.587,0.518
0.0,2.6,0.519
0.0,2.616,0.52
0.0,2.631,0.521
0.0,2.647,0.523
0.0,2.664,0.524
0.0,2.678,0.525
0.0,2.694,0.526
0.0,2.709,0.527
0.0,2.724,0.528
0.0,2.739,0.53
0.0,2.757,0.531
0.0,2.771,0.532
0.0,2.786,0.533
0.0,2.8,0.534
0.0,2.814,0.535
0.0,2.828,0.536
0.0,2.844,0.537
0.0,2.858,0.538
0.0,2.873,0.539
0.0,2.885,0.54
0.0,2.9,0.541
0.0,2.913,0.542
0.0,2.927,0.543
0.0,2.94,0.544
0.0,2.955,0.545
0.0,2.97,0.546
0.0,2.984,0.547
0.0,2.998,0.548
0.0,3.01,0.549
0.0,3.025,0.55
0.0,3.038,0.551
0.0,3.049,0.552
0.0,3.063,0.553
0.0,3.074,0.554
0.0,3.086,0.555
0.0,3.097,0.555
0.0,3.108,0.556
0.0,3.12,0.557
0.0,3.131,0.558
0.0,3.143,0.559
0.0,3.153,0.559
0.0,3.164,0.56
0.0,3.177,0.561
0.0,3.19,0.562
0.0,3.199,0.563
0.0,3.209,0.563
0.0,3.217,0.564
0.0,3.23,0.565
0.0,3.242,0.566
0.0,3.253,0.566
0.0,3.264,0.567
0.0,3.273,0.568
0.0,3.284,0.568
0.0,3.294,0.569
0.0,3.304,0.57
0.0,3.312,0.57
0.0,3.324,0.571
0.0,3.335,0.572
0.0,3.344,0.573
0.0,3.352,0.573
0.0,3.362,0.574
0.0,3.373,0.575
0.0,3.381,0.575
0.0,3.392,0.576
0.0,3.4,0.576
0.0,3.408,0.577
0.0,3.418,0.577
0.0,3.425,0.578
0.0,3.433,0.579
0.0,3.443,0.579
0.0,3.452,0.58
0.0,3.456,0.58
0.0,3.462,0.58
0.0,3.47,0.581
0.0,3.48,0.582
0.0,3.487,0.582
0.0,3.492,0.582
0.0,3.5,0.583
0.0,3.509,0.584
0.0,3.517,0.584
0.0,3.525,0.585
0.0,3.53,0.585
0.0,3.537,0.585
0.0,3.542,0.586
0.0,3.547,0.586
0.0,3.552,0.586
0.0,3.559,0.587
0.0,3.565,0.587
0.0,3.569,0.588
0.0,3.573,0.588
0.0,3.573,0.588
0.0,3.545,0.586
0.0,3.514,0.584
0.0,3.485,0.582
0.0,3.455,0.58
0.0,3.428,0.578
0.0,3.399,0.576
0.0,3.369,0.574
0.0,3.341,0.572
0.0,3.311,0.57
0.0,3.285,0.568
0.0,3.255,0.566
0.0,3.227,0.565
0.0,3.196,0.562
0.0,3.166,0.56
0.0,3.137,0.558
0.0,3.109,0.556
0.0,3.08,0.554
0.0,3.052,0.552
0.0,3.024,0.55
0.0,2.997,0.548
0.0,2.967,0.546
0.0,2.938,0.544
0.0,2.908,0.542
0.0,2.881,0.54
0.0,2.852,0.538
0.0,2.825,0.536
0.0,2.797,0.534
0.0,2.767,0.532
0.0,2.737,0.529
0.0,2.708,0.527
0.0,2.68,0.525
0.0,2.651,0.523
0.0,2.622,0.521
0.0,2.595,0.519
0.0,2.566,0.516
0.0,2.537,0.514
0.0,2.51,0.512
0.0,2.482,0.51
0.0,2.455,0.508
0.0,2.428,0.506
0.0,2.4,0.504
0.0,2.373,0.501
0.0,2.344,0.499
0.0,2.316,0.497
0.0,2.291,0.495
0.0,2.264,0.493
0.0,2.236,0.49
0.0,2.208,0.488
0.0,2.182,0.486
0.0,2.153,0.484
0.0,2.126,0.481
0.0,2.099,0.479
0.0,2.073,0.477
0.0,2.047,0.475
0.0,2.022,0.472
0.0,1.994,0.47
0.0,1.971,0.468
0.0,1.946,0.466
0.0,1.921,0.464
0.0,1.895,0.461
0.0,1.868,0.459
0.0,1.842,0.457
0.0,1.817,0.454
0.0,1.794,0.452
0.0,1.768,0.45
0.0,1.743,0.448
0.0,1.719,0.445
0.0,1.693,0.443
0.0,1.67,0.441
0.0,1.646,0.438
0.0,1.622,0.436
0.0,1.597,0.434
0.0,1.572,0.431
0.0,1.549,0.429
0.0,1.526,0.427
0.0,1.501,0.424
0.0,1.477,0.422
0.0,1.453,0.42
0.0,1.43,0.417
0.0,1.407,0.415
0.0,1.382,0.412
0.0,1.359,0.41
0.0,1.334,0.407
0.0,1.312,0.405
0.0,1.29,0.403
0.0,1.267,0.4
0.0,1.245,0.398
0.0,1.223,0.395
0.0,1.201,0.393
0.0,1.181,0.391
0.0,1.159,0.388
0.0,1.138,0.386
0.0,1.117,0.383
0.0,1.096,0.381
0.0,1.076,0.379
